cantidad;valor_unitario;valor_total;costo;producto;subcategoria;categoria;punto_venta;ciudad;provincia;pais;region
7;1020.59;7144.13;7577.57;580Road-350-W Yellow, 40;Road Bikes;Bikes;Rural Mountain Bike Mart;Paris;Seine (Paris);France;Europe
1;1020.59;1020.59;1082.51;583Road-350-W Yellow, 48;Road Bikes;Bikes;Rural Mountain Bike Mart;Paris;Seine (Paris);France;Europe
3;1020.59;3061.77;3247.53;583Road-350-W Yellow, 48;Road Bikes;Bikes;Rural Mountain Bike Mart;Paris;Seine (Paris);France;Europe
1;31.58;31.58;23.37;520HL Road Seat/Saddle;Saddles;Components;Sports Products Store 2;Lieusaint;Seine et Marne;France;Europe
1;5.39;5.39;6.92;225AWC Logo Cap;Caps;Clothing;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
1;29.99;29.99;38.49;234Long-Sleeve Logo Jersey, L;Jerseys;Clothing;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
2;38.1;76.2;47.5;471Classic Vest, S;Vests;Clothing;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
4;2.99;11.96;7.47;477Water Bottle - 30 oz.;Bottles and Cages;Accessories;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
4;32.39;129.56;166.29;490Short-Sleeve Classic Jersey, L;Jerseys;Clothing;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
1;54.89;54.89;40.62;552Front Derailleur;Derailleurs;Components;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
1;63.9;63.9;47.29;555Front Brakes;Brakes;Components;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
2;728.91;1457.82;1510.3;560Touring-2000 Blue, 60;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
1;728.91;728.91;755.15;560Touring-2000 Blue, 60;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
2;1430.44;2860.88;2963.88;561Touring-1000 Yellow, 46;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
3;1430.44;4291.32;4445.81;561Touring-1000 Yellow, 46;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
1;1430.44;1430.44;1481.94;564Touring-1000 Yellow, 60;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
1;1430.44;1430.44;1481.94;564Touring-1000 Yellow, 60;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
1;445.41;445.41;461.44;565Touring-3000 Blue, 54;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
1;445.41;445.41;461.44;565Touring-3000 Blue, 54;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
2;445.41;890.82;922.89;568Touring-3000 Yellow, 44;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
1;445.41;445.41;461.44;568Touring-3000 Yellow, 44;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
1;445.41;445.41;461.44;569Touring-3000 Yellow, 50;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
1;445.41;445.41;461.44;572Touring-3000 Yellow, 62;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
1;445.41;445.41;461.44;572Touring-3000 Yellow, 62;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
2;1430.44;2860.88;2963.88;573Touring-1000 Blue, 46;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
1;1430.44;1430.44;1481.94;576Touring-1000 Blue, 60;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
1;728.91;728.91;755.15;579Touring-2000 Blue, 54;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
2;728.91;1457.82;1510.3;579Touring-2000 Blue, 54;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
1;445.41;445.41;461.44;586Touring-3000 Blue, 50;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
2;445.41;890.82;922.89;586Touring-3000 Blue, 50;Touring Bikes;Bikes;Racing Supply Distributors;Roissy en Brie;Seine et Marne;France;Europe
1;809.76;809.76;739.04;298HL Mountain Frame - Black, 42;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
4;809.76;3239.04;2956.16;306HL Mountain Frame - Black, 38;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
3;809.76;2429.28;2217.12;306HL Mountain Frame - Black, 38;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
3;1376.99;4130.97;3755.94;359Mountain-200 Black, 38;Mountain Bikes;Bikes;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
3;1376.99;4130.97;3755.94;361Mountain-200 Black, 42;Mountain Bikes;Bikes;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
4;1376.99;5507.96;5007.93;361Mountain-200 Black, 42;Mountain Bikes;Bikes;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
2;1376.99;2753.98;2503.96;363Mountain-200 Black, 46;Mountain Bikes;Bikes;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
2;1376.99;2753.98;2503.96;363Mountain-200 Black, 46;Mountain Bikes;Bikes;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
6;41.99;251.94;157.06;474Women's Mountain Shorts, S;Shorts;Clothing;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
4;41.99;167.96;104.71;474Women's Mountain Shorts, S;Shorts;Clothing;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
2;41.99;83.98;52.35;476Women's Mountain Shorts, L;Shorts;Clothing;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
3;41.99;125.97;78.53;476Women's Mountain Shorts, L;Shorts;Clothing;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;149.87;149.87;136.79;531LL Mountain Frame - Black, 42;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
2;149.87;299.74;273.57;531LL Mountain Frame - Black, 42;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;149.87;149.87;136.79;532LL Mountain Frame - Black, 44;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
2;149.87;299.74;273.57;532LL Mountain Frame - Black, 44;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;149.87;149.87;136.79;533LL Mountain Frame - Black, 48;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;105.29;105.29;77.92;556LL Crankset;Cranksets;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
2;242.99;485.98;359.63;558HL Crankset;Cranksets;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;323.99;323.99;294.58;599Mountain-500 Black, 48;Mountain Bikes;Bikes;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;818.7;818.7;747.2;295HL Mountain Frame - Silver, 46;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
3;818.7;2456.1;2241.6;309HL Mountain Frame - Silver, 38;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
2;818.7;1637.4;1494.4;309HL Mountain Frame - Silver, 38;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;1391.99;1391.99;1265.62;353Mountain-200 Silver, 38;Mountain Bikes;Bikes;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
3;1391.99;4175.97;3796.86;353Mountain-200 Silver, 38;Mountain Bikes;Bikes;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;1391.99;1391.99;1265.62;355Mountain-200 Silver, 42;Mountain Bikes;Bikes;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
4;1391.99;5567.96;5062.48;355Mountain-200 Silver, 42;Mountain Bikes;Bikes;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
4;1391.99;5567.96;5062.48;357Mountain-200 Silver, 46;Mountain Bikes;Bikes;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
4;26.72;106.88;79.1;398LL Mountain Handlebars;Handlebars;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;26.72;26.72;19.78;398LL Mountain Handlebars;Handlebars;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;37.15;37.15;27.49;400ML Mountain Handlebars;Handlebars;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;72.88;72.88;53.93;501Rear Derailleur;Derailleurs;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
2;218.45;436.9;398.75;511ML Mountain Frame-W - Silver, 40;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
2;218.45;436.9;398.75;512ML Mountain Frame-W - Silver, 42;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
2;218.45;436.9;398.75;512ML Mountain Frame-W - Silver, 42;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;16.27;16.27;12.04;515LL Mountain Seat/Saddle;Saddles;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
3;23.48;70.44;52.13;516ML Mountain Seat/Saddle;Saddles;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;23.48;23.48;17.38;516ML Mountain Seat/Saddle;Saddles;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
3;31.58;94.74;70.12;517HL Mountain Seat/Saddle;Saddles;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
4;158.43;633.72;578.38;524LL Mountain Frame - Silver, 42;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
2;158.43;316.86;289.19;524LL Mountain Frame - Silver, 42;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
4;158.43;633.72;578.38;525LL Mountain Frame - Silver, 44;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;158.43;158.43;144.59;527LL Mountain Frame - Silver, 52;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;158.43;158.43;144.59;527LL Mountain Frame - Silver, 52;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
3;24.29;72.87;53.93;542LL Mountain Pedal;Pedals;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;48.59;48.59;35.96;544HL Mountain Pedal;Pedals;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
6;48.59;291.54;215.76;544HL Mountain Pedal;Pedals;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
3;158.43;475.29;433.78;551LL Mountain Frame - Silver, 40;Mountain Frames;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;54.89;54.89;40.62;552Front Derailleur;Derailleurs;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
3;63.9;191.7;141.86;555Front Brakes;Brakes;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
3;63.9;191.7;141.86;555Front Brakes;Brakes;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
2;12.14;24.28;17.97;559Chain;Chains;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
2;12.14;24.28;17.97;559Chain;Chains;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;461.69;461.69;419.78;588Mountain-400-W Silver, 40;Mountain Bikes;Bikes;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
4;113.0;452.0;1232.87;592Mountain-500 Silver, 42;Mountain Bikes;Bikes;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;113.0;113.0;308.22;594Mountain-500 Silver, 48;Mountain Bikes;Bikes;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;113.0;113.0;308.22;595Mountain-500 Silver, 52;Mountain Bikes;Bikes;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;32.39;32.39;23.97;601LL Bottom Bracket;Bottom Brackets;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
1;72.89;72.89;53.94;603HL Bottom Bracket;Bottom Brackets;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
2;72.89;145.78;107.88;603HL Bottom Bracket;Bottom Brackets;Components;Ultimate Bicycle Company;Morangis;Essonne;France;Europe
7;20.99;146.93;91.6;217Sport-100 Helmet, Black;Helmets;Accessories;Steel Inc.;Colombes;Hauts de Seine;France;Europe
8;20.99;167.92;104.69;217Sport-100 Helmet, Black;Helmets;Accessories;Steel Inc.;Colombes;Hauts de Seine;France;Europe
2;202.33;404.66;409.25;255LL Road Frame - Black, 58;Road Frames;Components;Steel Inc.;Colombes;Hauts de Seine;France;Europe
1;202.33;202.33;204.63;287LL Road Frame - Black, 52;Road Frames;Components;Steel Inc.;Colombes;Hauts de Seine;France;Europe
7;14.69;102.83;64.12;463Half-Finger Gloves, S;Gloves;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
3;14.69;44.07;27.48;463Half-Finger Gloves, S;Gloves;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
2;14.69;29.38;18.32;465Half-Finger Gloves, M;Gloves;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
11;14.2;156.2;100.75;465Half-Finger Gloves, M;Gloves;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
5;14.69;73.45;45.8;467Half-Finger Gloves, L;Gloves;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
2;323.99;647.98;687.3;605Road-750 Black, 48;Road Bikes;Bikes;Steel Inc.;Colombes;Hauts de Seine;France;Europe
5;323.99;1619.95;1718.25;606Road-750 Black, 52;Road Bikes;Bikes;Steel Inc.;Colombes;Hauts de Seine;France;Europe
4;20.99;83.96;52.35;214Sport-100 Helmet, Red;Helmets;Accessories;Steel Inc.;Colombes;Hauts de Seine;France;Europe
10;20.99;209.9;130.86;214Sport-100 Helmet, Red;Helmets;Accessories;Steel Inc.;Colombes;Hauts de Seine;France;Europe
5;20.99;104.95;65.43;222Sport-100 Helmet, Blue;Helmets;Accessories;Steel Inc.;Colombes;Hauts de Seine;France;Europe
11;20.29;223.19;143.95;222Sport-100 Helmet, Blue;Helmets;Accessories;Steel Inc.;Colombes;Hauts de Seine;France;Europe
6;5.39;32.34;41.53;225AWC Logo Cap;Caps;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
6;5.39;32.34;41.53;225AWC Logo Cap;Caps;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
3;29.99;89.97;115.48;231Long-Sleeve Logo Jersey, M;Jerseys;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
3;29.99;89.97;115.48;231Long-Sleeve Logo Jersey, M;Jerseys;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
6;29.99;179.94;230.95;234Long-Sleeve Logo Jersey, L;Jerseys;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
7;29.99;209.93;269.45;234Long-Sleeve Logo Jersey, L;Jerseys;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
4;29.99;119.96;153.97;237Long-Sleeve Logo Jersey, XL;Jerseys;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
5;29.99;149.95;192.46;237Long-Sleeve Logo Jersey, XL;Jerseys;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
3;356.9;1070.7;1082.83;418ML Road Frame-W - Yellow, 38;Road Frames;Components;Steel Inc.;Colombes;Hauts de Seine;France;Europe
1;356.9;356.9;360.94;434ML Road Frame-W - Yellow, 44;Road Frames;Components;Steel Inc.;Colombes;Hauts de Seine;France;Europe
6;38.1;228.6;142.49;471Classic Vest, S;Vests;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
18;34.93;628.74;427.48;471Classic Vest, S;Vests;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
6;38.1;228.6;142.49;472Classic Vest, M;Vests;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
4;38.1;152.4;95.0;472Classic Vest, M;Vests;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
7;2.99;20.93;13.06;477Water Bottle - 30 oz.;Bottles and Cages;Accessories;Steel Inc.;Colombes;Hauts de Seine;France;Europe
4;2.99;11.96;7.47;477Water Bottle - 30 oz.;Bottles and Cages;Accessories;Steel Inc.;Colombes;Hauts de Seine;France;Europe
4;1.37;5.48;3.43;480Patch Kit/8 Patches;Tires and Tubes;Accessories;Steel Inc.;Colombes;Hauts de Seine;France;Europe
4;72.0;288.0;179.52;483Hitch Rack - 4-Bike;Bike Racks;Accessories;Steel Inc.;Colombes;Hauts de Seine;France;Europe
13;69.6;904.8;583.44;483Hitch Rack - 4-Bike;Bike Racks;Accessories;Steel Inc.;Colombes;Hauts de Seine;France;Europe
4;4.77;19.08;11.89;484Bike Wash - Dissolver;Cleaners;Accessories;Steel Inc.;Colombes;Hauts de Seine;France;Europe
14;4.61;64.54;41.63;484Bike Wash - Dissolver;Cleaners;Accessories;Steel Inc.;Colombes;Hauts de Seine;France;Europe
3;32.99;98.97;61.7;487Hydration Pack - 70 oz.;Hydration Packs;Accessories;Steel Inc.;Colombes;Hauts de Seine;France;Europe
8;32.99;263.92;164.53;487Hydration Pack - 70 oz.;Hydration Packs;Accessories;Steel Inc.;Colombes;Hauts de Seine;France;Europe
8;32.39;259.12;332.58;488Short-Sleeve Classic Jersey, S;Jerseys;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
4;32.39;129.56;166.29;488Short-Sleeve Classic Jersey, S;Jerseys;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
4;32.39;129.56;166.29;490Short-Sleeve Classic Jersey, L;Jerseys;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
12;31.31;375.72;498.87;490Short-Sleeve Classic Jersey, L;Jerseys;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
6;32.39;194.34;249.43;491Short-Sleeve Classic Jersey, XL;Jerseys;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
13;31.31;407.03;540.44;491Short-Sleeve Classic Jersey, XL;Jerseys;Clothing;Steel Inc.;Colombes;Hauts de Seine;France;Europe
1;24.29;24.29;17.98;545LL Road Pedal;Pedals;Components;Steel Inc.;Colombes;Hauts de Seine;France;Europe
4;37.25;149.0;110.27;546ML Road Pedal;Pedals;Components;Steel Inc.;Colombes;Hauts de Seine;France;Europe
3;48.59;145.77;107.88;547HL Road Pedal;Pedals;Components;Steel Inc.;Colombes;Hauts de Seine;France;Europe
6;1020.59;6123.54;6495.06;580Road-350-W Yellow, 40;Road Bikes;Bikes;Steel Inc.;Colombes;Hauts de Seine;France;Europe
8;1020.59;8164.72;8660.08;583Road-350-W Yellow, 48;Road Bikes;Bikes;Steel Inc.;Colombes;Hauts de Seine;France;Europe
9;1020.59;9185.31;9742.59;583Road-350-W Yellow, 48;Road Bikes;Bikes;Steel Inc.;Colombes;Hauts de Seine;France;Europe
1;672.29;672.29;713.08;382Road-550-W Yellow, 38;Road Bikes;Bikes;Instant Cycle Store;Colombes;Hauts de Seine;France;Europe
1;672.29;672.29;713.08;382Road-550-W Yellow, 38;Road Bikes;Bikes;Instant Cycle Store;Colombes;Hauts de Seine;France;Europe
1;672.29;672.29;713.08;390Road-550-W Yellow, 48;Road Bikes;Bikes;Instant Cycle Store;Colombes;Hauts de Seine;France;Europe
1;672.29;672.29;713.08;390Road-550-W Yellow, 48;Road Bikes;Bikes;Instant Cycle Store;Colombes;Hauts de Seine;France;Europe
2;32.39;64.78;83.14;491Short-Sleeve Classic Jersey, XL;Jerseys;Clothing;Instant Cycle Store;Colombes;Hauts de Seine;France;Europe
1;37.25;37.25;27.57;546ML Road Pedal;Pedals;Components;Instant Cycle Store;Colombes;Hauts de Seine;France;Europe
1;1020.59;1020.59;1082.51;581Road-350-W Yellow, 42;Road Bikes;Bikes;Instant Cycle Store;Colombes;Hauts de Seine;France;Europe
5;105.29;526.45;389.59;556LL Crankset;Cranksets;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
6;242.99;1457.94;1078.89;558HL Crankset;Cranksets;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
8;242.99;1943.92;1438.52;558HL Crankset;Cranksets;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
4;602.35;2409.4;2406.97;492HL Touring Frame - Yellow, 60;Touring Frames;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
3;200.05;600.15;599.56;493LL Touring Frame - Yellow, 62;Touring Frames;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
2;602.35;1204.7;1203.49;496HL Touring Frame - Yellow, 54;Touring Frames;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
6;602.35;3614.1;3610.46;499HL Touring Frame - Blue, 54;Touring Frames;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
5;602.35;3011.75;3008.72;500HL Touring Frame - Blue, 60;Touring Frames;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
3;72.88;218.64;161.78;501Rear Derailleur;Derailleurs;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
2;63.9;127.8;94.57;514Rear Brakes;Brakes;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
5;31.58;157.9;116.86;523HL Touring Seat/Saddle;Saddles;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
5;54.89;274.45;203.11;552Front Derailleur;Derailleurs;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
5;54.89;274.45;203.11;552Front Derailleur;Derailleurs;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
4;63.9;255.6;189.14;555Front Brakes;Brakes;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
4;63.9;255.6;189.14;555Front Brakes;Brakes;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
4;12.14;48.56;35.95;559Chain;Chains;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
6;12.14;72.84;53.92;559Chain;Chains;Components;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
4;728.91;2915.64;3020.6;560Touring-2000 Blue, 60;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
4;728.91;2915.64;3020.6;560Touring-2000 Blue, 60;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
7;1430.44;10013.08;10373.57;561Touring-1000 Yellow, 46;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
3;1430.44;4291.32;4445.81;561Touring-1000 Yellow, 46;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
6;1430.44;8582.64;8891.63;562Touring-1000 Yellow, 50;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
8;1430.44;11443.52;11855.5;562Touring-1000 Yellow, 50;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
5;1430.44;7152.2;7409.69;563Touring-1000 Yellow, 54;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
8;1430.44;11443.52;11855.5;563Touring-1000 Yellow, 54;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
7;1430.44;10013.08;10373.57;564Touring-1000 Yellow, 60;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
3;1430.44;4291.32;4445.81;564Touring-1000 Yellow, 60;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
4;445.41;1781.64;1845.78;565Touring-3000 Blue, 54;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
4;445.41;1781.64;1845.78;565Touring-3000 Blue, 54;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
4;445.41;1781.64;1845.78;566Touring-3000 Blue, 58;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
5;445.41;2227.05;2307.22;566Touring-3000 Blue, 58;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
9;445.41;4008.69;4153.0;567Touring-3000 Blue, 62;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
5;445.41;2227.05;2307.22;567Touring-3000 Blue, 62;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
4;445.41;1781.64;1845.78;568Touring-3000 Yellow, 44;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
9;445.41;4008.69;4153.0;568Touring-3000 Yellow, 44;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
10;445.41;4454.1;4614.45;569Touring-3000 Yellow, 50;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
5;445.41;2227.05;2307.22;569Touring-3000 Yellow, 50;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
7;445.41;3117.87;3230.11;570Touring-3000 Yellow, 54;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
10;445.41;4454.1;4614.45;570Touring-3000 Yellow, 54;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
8;445.41;3563.28;3691.56;571Touring-3000 Yellow, 58;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
7;445.41;3117.87;3230.11;571Touring-3000 Yellow, 58;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
5;445.41;2227.05;2307.22;572Touring-3000 Yellow, 62;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
9;445.41;4008.69;4153.0;572Touring-3000 Yellow, 62;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
6;1430.44;8582.64;8891.63;573Touring-1000 Blue, 46;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
4;1430.44;5721.76;5927.75;573Touring-1000 Blue, 46;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
3;1430.44;4291.32;4445.81;574Touring-1000 Blue, 50;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
5;1430.44;7152.2;7409.69;574Touring-1000 Blue, 50;Touring Bikes;Bikes;Roadway Bicycle Supply;Courbevoie;Hauts de Seine;France;Europe
